Serial Number:20697597 --

"Date Time, GMT -1000","Temp, (*C)","mV","pH","Water Detect","Button Down","Button Up","Host Connect","EOF"
2019-10-27 19:19:49,28.04,-74.31,8.12, , , , , 
2019-10-27 19:29:49,28.01,-74.30,8.12, , , , , 
2019-10-27 19:39:49,27.91,-74.08,8.11, , , , , 
2019-10-27 19:49:49,27.81,-73.94,8.11, , , , , 
2019-10-27 19:59:49,27.79,-73.86,8.11, , , , , 
2019-10-27 20:09:49,27.72,-73.89,8.11, , , , , 
2019-10-27 20:19:49,27.69,-73.92,8.11, , , , , 
2019-10-27 20:29:49,27.67,-73.92,8.11, , , , , 
2019-10-27 20:39:49,27.62,-73.94,8.11, , , , , 
2019-10-27 20:49:49,27.57,-73.96,8.11, , , , , 
2019-10-27 20:59:49,27.52,-73.97,8.11, , , , , 
2019-10-27 21:09:49,27.47,-73.97,8.11, , , , , 
2019-10-27 21:19:49,27.42,-73.99,8.11, , , , , 
2019-10-27 21:29:49,27.37,-73.97,8.11, , , , , 
2019-10-27 21:39:49,27.35,-73.97,8.11, , , , , 
2019-10-27 21:49:49,27.30,-74.00,8.11, , , , , 
2019-10-27 21:59:49,27.27,-73.99,8.11, , , , , 
2019-10-27 22:09:49,27.25,-74.00,8.11, , , , , 
2019-10-27 22:19:49,27.22,-73.99,8.11, , , , , 
2019-10-27 22:29:49,27.20,-73.99,8.11, , , , , 
2019-10-27 22:39:49,27.17,-74.00,8.11, , , , , 
2019-10-27 22:49:49,27.15,-74.02,8.11, , , , , 
2019-10-27 22:59:49,27.12,-74.00,8.11, , , , , 
2019-10-27 23:09:49,27.12,-74.00,8.11, , , , , 
2019-10-27 23:19:49,27.03,-74.05,8.11, , , , , 
2019-10-27 23:29:49,26.90,-74.00,8.11, , , , , 
2019-10-27 23:39:49,26.90,-73.97,8.11, , , , , 
2019-10-27 23:49:49,26.90,-74.02,8.11, , , , , 
2019-10-27 23:59:49,26.90,-74.05,8.12, , , , , 
2019-10-28 00:09:49,26.90,-74.06,8.12, , , , , 
2019-10-28 00:19:49,26.88,-74.08,8.12, , , , , 
2019-10-28 00:29:49,26.85,-74.08,8.12, , , , , 
2019-10-28 00:39:49,26.81,-74.10,8.12, , , , , 
2019-10-28 00:49:49,26.78,-74.11,8.12, , , , , 
2019-10-28 00:59:49,26.76,-74.10,8.12, , , , , 
2019-10-28 01:09:49,26.73,-74.10,8.12, , , , , 
2019-10-28 01:19:49,26.68,-74.13,8.12, , , , , 
2019-10-28 01:29:49,26.66,-74.11,8.12, , , , , 
2019-10-28 01:39:49,26.63,-74.13,8.12, , , , , 
2019-10-28 01:49:49,26.61,-74.14,8.12, , , , , 
2019-10-28 01:59:49,26.56,-74.13,8.12, , , , , 
2019-10-28 02:09:49,26.54,-74.13,8.12, , , , , 
2019-10-28 02:19:49,26.54,-74.14,8.12, , , , , 
2019-10-28 02:29:49,26.54,-74.13,8.12, , , , , 
2019-10-28 02:39:49,26.51,-74.13,8.12, , , , , 
2019-10-28 02:49:49,26.49,-74.14,8.12, , , , , 
2019-10-28 02:59:49,26.44,-74.16,8.12, , , , , 
2019-10-28 03:09:49,26.29,-74.17,8.12, , , , , 
2019-10-28 03:19:49,26.27,-74.30,8.12, , , , , 
2019-10-28 03:29:49,26.32,-74.41,8.12, , , , , 
2019-10-28 03:39:49,26.37,-74.41,8.12, , , , , 
2019-10-28 03:49:49,26.37,-74.42,8.12, , , , , 
2019-10-28 03:59:49,26.37,-74.42,8.12, , , , , 
2019-10-28 04:09:49,26.32,-74.44,8.12, , , , , 
2019-10-28 04:19:49,26.29,-74.44,8.12, , , , , 
2019-10-28 04:29:49,26.27,-74.46,8.12, , , , , 
2019-10-28 04:39:49,26.24,-74.46,8.12, , , , , 
2019-10-28 04:49:49,26.22,-74.47,8.12, , , , , 
2019-10-28 04:59:49,26.19,-74.47,8.12, , , , , 
2019-10-28 05:09:49,26.17,-74.47,8.12, , , , , 
2019-10-28 05:19:49,26.12,-74.49,8.13, , , , , 
2019-10-28 05:29:49,26.10,-74.49,8.13, , , , , 
2019-10-28 05:39:49,26.07,-74.49,8.13, , , , , 
2019-10-28 05:49:49,26.07,-74.50,8.13, , , , , 
2019-10-28 05:59:49,26.10,-74.49,8.13, , , , , 
2019-10-28 06:09:49,26.12,-74.47,8.13, , , , , 
2019-10-28 06:19:49,26.22,-74.47,8.12, , , , , 
2019-10-28 06:29:49,26.37,-74.41,8.12, , , , , 
2019-10-28 06:39:49,26.59,-74.39,8.12, , , , , 
2019-10-28 06:49:49,26.71,-74.25,8.12, , , , , 
2019-10-28 06:59:49,26.88,-74.11,8.12, , , , , 
2019-10-28 07:09:49,27.08,-74.05,8.11, , , , , 
2019-10-28 07:19:49,27.30,-74.05,8.11, , , , , 
2019-10-28 07:29:49,27.54,-74.02,8.11, , , , , 
2019-10-28 07:39:49,27.74,-73.99,8.11, , , , , 
2019-10-28 07:49:49,27.89,-73.94,8.11, , , , , 
2019-10-28 07:59:49,28.04,-73.89,8.11, , , , , 
2019-10-28 08:09:49,28.21,-73.83,8.11, , , , , 
2019-10-28 08:19:49,28.38,-73.80,8.11, , , , , 
2019-10-28 08:29:49,28.51,-73.75,8.10, , , , , 
2019-10-28 08:39:49,28.66,-73.71,8.10, , , , , 
2019-10-28 08:49:49,28.73,-73.67,8.10, , , , , 
2019-10-28 08:59:49,28.66,-73.67,8.10, , , , , 
2019-10-28 09:09:49,28.78,-73.64,8.10, , , , , 
2019-10-28 09:19:49,28.63,-73.66,8.10, , , , , 
2019-10-28 09:29:49,28.73,-73.63,8.10, , , , , 
2019-10-28 09:39:49,28.73,-73.63,8.10, , , , , 
2019-10-28 09:49:49,28.80,-73.60,8.10, , , , , 
2019-10-28 09:59:49,28.93,-73.53,8.10, , , , , 
2019-10-28 10:09:49,29.13,-73.42,8.10, , , , , 
2019-10-28 10:19:49,29.30,-73.42,8.10, , , , , 
2019-10-28 10:29:49,29.35,-73.41,8.10, , , , , 
2019-10-28 10:39:49,29.58,-73.33,8.09, , , , , 
2019-10-28 10:49:49,29.60,-73.31,8.09, , , , , 
2019-10-28 10:59:49,29.60,-73.28,8.09, , , , , 
2019-10-28 11:09:49,29.75,-73.22,8.09, , , , , 
2019-10-28 11:19:49,29.68,-73.24,8.09, , , , , 
2019-10-28 11:29:49,29.45,-73.25,8.09, , , , , 
2019-10-28 11:39:49,29.43,-73.25,8.09, , , , , 
2019-10-28 11:49:49,29.63,-73.19,8.09, , , , , 
2019-10-28 11:59:49,29.70,-73.17,8.09, , , , , 
2019-10-28 12:09:49,29.73,-73.14,8.09, , , , , 
2019-10-28 12:19:49,29.83,-73.11,8.09, , , , , 
2019-10-28 12:29:49,29.83,-73.08,8.09, , , , , 
2019-10-28 12:39:49,29.85,-73.06,8.09, , , , , 
2019-10-28 12:49:49,29.88,-73.03,8.09, , , , , 
2019-10-28 12:59:49,29.95,-73.00,8.09, , , , , 
2019-10-28 13:09:49,30.00,-72.97,8.09, , , , , 
2019-10-28 13:19:49,30.16,-72.92,8.08, , , , , 
2019-10-28 13:29:49,30.38,-72.74,8.08, , , , , 
2019-10-28 13:39:49,30.36,-72.64,8.08, , , , , 
2019-10-28 13:49:49,30.21,-72.67,8.08, , , , , 
2019-10-28 13:59:49,29.98,-72.74,8.08, , , , , 
2019-10-28 14:09:49,29.83,-72.77,8.08, , , , , 
2019-10-28 14:19:49,29.78,-72.80,8.08, , , , , 
2019-10-28 14:29:49,29.75,-72.80,8.08, , , , , 
2019-10-28 14:39:49,29.75,-72.80,8.08, , , , , 
2019-10-28 14:49:49,29.75,-72.81,8.08, , , , , 
2019-10-28 14:59:49,29.73,-72.81,8.08, , , , , 
2019-10-28 15:09:49,29.70,-72.81,8.08, , , , , 
2019-10-28 15:19:49,29.68,-72.81,8.08, , , , , 
2019-10-28 15:29:49,29.68,-72.81,8.08, , , , , 
2019-10-28 15:39:49,29.68,-72.81,8.08, , , , , 
2019-10-28 15:49:49,29.68,-72.81,8.08, , , , , 
2019-10-28 15:53:49, , , , ,Logged,Logged, , 
2019-10-28 15:59:49,29.65,-72.81,8.08, , , , , 
2019-10-28 16:09:49,29.63,-72.81,8.08, , , , , 
2019-10-28 16:19:49,29.60,-72.83,8.08, , , , , 
2019-10-28 16:29:49,29.55,-72.85,8.09, , , , , 
2019-10-28 16:39:49,29.48,-72.85,8.09, , , , , 
2019-10-28 16:49:49,29.43,-72.85,8.09, , , , , 
2019-10-28 16:59:49,29.38,-72.88,8.09, , , , , 
2019-10-28 17:09:49,29.33,-72.91,8.09, , , , , 
2019-10-28 17:19:49,29.18,-72.86,8.09, , , , , 
2019-10-28 17:29:49,29.05,-73.02,8.09, , , , , 
2019-10-28 17:39:49,28.85,-73.05,8.09, , , , , 
2019-10-28 17:49:49,28.71,-73.16,8.09, , , , , 
2019-10-28 17:59:49,28.61,-73.19,8.09, , , , , 
2019-10-28 18:06:33, , , , ,Logged,Logged, , 
2019-10-28 18:06:40, , , , ,Logged,Logged, , 
2019-10-28 18:06:42, , , , , , ,Logged,Logged
