Serial Number:20697595 --

"Date Time, GMT -1000","Temp, (*F)","mV","pH","Button Down","Button Up","Host Connect","Start Calibration","Calibration Values","Calibration Buffers","End Calibration","EOF"
2019-11-03 22:20:00,81.67,-83.78,8.24, , , , , , , , 
2019-11-03 22:30:00,81.62,-83.69,8.24, , , , , , , , 
2019-11-03 22:40:00,81.49,-83.47,8.23, , , , , , , , 
2019-11-03 22:50:00,81.44,-83.64,8.24, , , , , , , , 
2019-11-03 23:00:00,81.40,-83.75,8.24, , , , , , , , 
2019-11-03 23:10:00,81.40,-83.92,8.24, , , , , , , , 
2019-11-03 23:20:00,81.40,-83.99,8.24, , , , , , , , 
2019-11-03 23:30:00,81.44,-84.24,8.25, , , , , , , , 
2019-11-03 23:40:00,81.53,-84.21,8.25, , , , , , , , 
2019-11-03 23:50:00,81.53,-84.03,8.24, , , , , , , , 
2019-11-04 00:00:00,81.49,-83.96,8.24, , , , , , , , 
2019-11-04 00:10:00,81.53,-84.00,8.24, , , , , , , , 
2019-11-04 00:20:00,81.62,-84.08,8.24, , , , , , , , 
2019-11-04 00:30:00,81.71,-84.16,8.24, , , , , , , , 
2019-11-04 00:40:00,81.71,-84.19,8.24, , , , , , , , 
2019-11-04 00:50:00,81.71,-84.02,8.24, , , , , , , , 
2019-11-04 01:00:00,81.67,-83.92,8.24, , , , , , , , 
2019-11-04 01:10:00,81.62,-83.75,8.24, , , , , , , , 
2019-11-04 01:20:00,81.62,-83.96,8.24, , , , , , , , 
2019-11-04 01:30:00,81.67,-84.05,8.24, , , , , , , , 
2019-11-04 01:40:00,81.62,-84.00,8.24, , , , , , , , 
2019-11-04 01:50:00,81.67,-84.13,8.24, , , , , , , , 
2019-11-04 02:00:00,81.71,-84.16,8.24, , , , , , , , 
2019-11-04 02:10:00,81.71,-84.00,8.24, , , , , , , , 
2019-11-04 02:20:00,81.71,-84.02,8.24, , , , , , , , 
2019-11-04 02:30:00,81.67,-84.03,8.24, , , , , , , , 
2019-11-04 02:40:00,81.67,-83.99,8.24, , , , , , , , 
2019-11-04 02:50:00,81.62,-84.05,8.24, , , , , , , , 
2019-11-04 03:00:00,81.62,-84.03,8.24, , , , , , , , 
2019-11-04 03:10:00,81.62,-83.96,8.24, , , , , , , , 
2019-11-04 03:20:00,81.62,-83.94,8.24, , , , , , , , 
2019-11-04 03:30:00,81.62,-83.82,8.24, , , , , , , , 
2019-11-04 03:40:00,81.62,-83.88,8.24, , , , , , , , 
2019-11-04 03:50:00,81.67,-83.75,8.24, , , , , , , , 
2019-11-04 04:00:00,81.67,-83.82,8.24, , , , , , , , 
2019-11-04 04:10:00,81.62,-83.75,8.24, , , , , , , , 
2019-11-04 04:20:00,81.62,-83.63,8.24, , , , , , , , 
2019-11-04 04:30:00,81.62,-83.67,8.24, , , , , , , , 
2019-11-04 04:40:00,81.62,-83.85,8.24, , , , , , , , 
2019-11-04 04:50:00,81.67,-83.96,8.24, , , , , , , , 
2019-11-04 05:00:00,81.67,-83.91,8.24, , , , , , , , 
2019-11-04 05:10:00,81.71,-83.91,8.24, , , , , , , , 
2019-11-04 05:20:00,81.71,-83.74,8.24, , , , , , , , 
2019-11-04 05:30:00,81.71,-83.69,8.24, , , , , , , , 
2019-11-04 05:40:00,81.71,-83.80,8.24, , , , , , , , 
2019-11-04 05:50:00,81.71,-83.88,8.24, , , , , , , , 
2019-11-04 06:00:00,81.71,-83.82,8.24, , , , , , , , 
2019-11-04 06:10:00,81.75,-83.83,8.24, , , , , , , , 
2019-11-04 06:20:00,81.75,-84.16,8.24, , , , , , , , 
2019-11-04 06:30:00,81.80,-84.36,8.25, , , , , , , , 
2019-11-04 06:40:00,81.80,-84.64,8.25, , , , , , , , 
2019-11-04 06:50:00,81.80,-84.66,8.25, , , , , , , , 
2019-11-04 07:00:00,81.80,-84.67,8.25, , , , , , , , 
2019-11-04 07:10:00,81.80,-84.63,8.25, , , , , , , , 
2019-11-04 07:20:00,81.80,-84.82,8.26, , , , , , , , 
2019-11-04 07:30:00,81.80,-84.92,8.26, , , , , , , , 
2019-11-04 07:40:00,81.80,-85.10,8.26, , , , , , , , 
2019-11-04 07:50:00,81.84,-85.82,8.27, , , , , , , , 
2019-11-04 08:00:00,81.84,-85.97,8.27, , , , , , , , 
2019-11-04 08:10:00,81.80,-86.14,8.28, , , , , , , , 
2019-11-04 08:20:00,81.75,-85.63,8.27, , , , , , , , 
2019-11-04 08:30:00,81.71,-85.41,8.27, , , , , , , , 
2019-11-04 08:40:00,81.67,-85.44,8.27, , , , , , , , 
2019-11-04 08:50:00,81.62,-85.07,8.26, , , , , , , , 
2019-11-04 09:00:00,81.58,-85.36,8.26, , , , , , , , 
2019-11-04 09:10:00,81.67,-86.08,8.28, , , , , , , , 
2019-11-04 09:20:00,81.71,-86.47,8.28, , , , , , , , 
2019-11-04 09:30:00,81.75,-87.33,8.30, , , , , , , , 
2019-11-04 09:40:00,81.80,-87.63,8.30, , , , , , , , 
2019-11-04 09:50:00,81.75,-87.19,8.30, , , , , , , , 
2019-11-04 10:00:00,81.75,-87.11,8.29, , , , , , , , 
2019-11-04 10:10:00,81.75,-87.50,8.30, , , , , , , , 
2019-11-04 10:20:00,81.80,-88.03,8.31, , , , , , , , 
2019-11-04 10:30:00,81.89,-87.27,8.30, , , , , , , , 
2019-11-04 10:40:00,81.93,-87.61,8.30, , , , , , , , 
2019-11-04 10:50:00,81.98,-87.41,8.30, , , , , , , , 
2019-11-04 11:00:00,82.11,-88.33,8.31, , , , , , , , 
2019-11-04 11:10:00,82.20,-87.77,8.30, , , , , , , , 
2019-11-04 11:20:00,82.24,-86.96,8.29, , , , , , , , 
2019-11-04 11:30:00,82.38,-87.50,8.30, , , , , , , , 
2019-11-04 11:40:00,82.46,-87.57,8.30, , , , , , , , 
2019-11-04 11:50:00,82.51,-87.85,8.30, , , , , , , , 
2019-11-04 12:00:00,82.51,-87.35,8.30, , , , , , , , 
2019-11-04 12:10:00,82.38,-87.99,8.31, , , , , , , , 
2019-11-04 12:20:00,82.38,-87.55,8.30, , , , , , , , 
2019-11-04 12:30:00,82.38,-87.88,8.31, , , , , , , , 
2019-11-04 12:40:00,82.64,-87.80,8.30, , , , , , , , 
2019-11-04 12:50:00,82.60,-87.30,8.30, , , , , , , , 
2019-11-04 13:00:00,82.69,-88.19,8.31, , , , , , , , 
2019-11-04 13:10:00,82.69,-88.10,8.31, , , , , , , , 
2019-11-04 13:20:00,82.78,-88.13,8.31, , , , , , , , 
2019-11-04 13:30:00,82.82,-88.58,8.32, , , , , , , , 
2019-11-04 13:40:00,82.73,-88.19,8.31, , , , , , , , 
2019-11-04 13:50:00,82.69,-88.05,8.31, , , , , , , , 
2019-11-04 14:00:00,82.73,-88.25,8.31, , , , , , , , 
2019-11-04 14:10:00,82.73,-87.19,8.29, , , , , , , , 
2019-11-04 14:20:00,82.73,-87.85,8.30, , , , , , , , 
2019-11-04 14:30:00,82.69,-86.71,8.28, , , , , , , , 
2019-11-04 14:40:00,82.64,-86.72,8.29, , , , , , , , 
2019-11-04 14:50:00,82.60,-86.07,8.27, , , , , , , , 
2019-11-04 15:00:00,82.64,-86.97,8.29, , , , , , , , 
2019-11-04 15:10:00,82.64,-86.19,8.28, , , , , , , , 
2019-11-04 15:20:00,82.60,-87.35,8.30, , , , , , , , 
2019-11-04 15:30:00,82.55,-85.63,8.27, , , , , , , , 
2019-11-04 15:40:00,82.51,-85.72,8.27, , , , , , , , 
2019-11-04 15:50:00,82.46,-86.03,8.27, , , , , , , , 
2019-11-04 16:00:00,82.46,-85.74,8.27, , , , , , , , 
2019-11-04 16:10:00,82.51,-86.19,8.28, , , , , , , , 
2019-11-04 16:20:00,82.51,-85.78,8.27, , , , , , , , 
2019-11-04 16:30:00,82.55,-85.86,8.27, , , , , , , , 
2019-11-04 16:40:00,82.55,-85.85,8.27, , , , , , , , 
2019-11-04 16:50:00,82.55,-85.27,8.26, , , , , , , , 
2019-11-04 17:00:00,82.55,-85.08,8.26, , , , , , , , 
2019-11-04 17:10:00,82.55,-85.03,8.26, , , , , , , , 
2019-11-04 17:20:00,82.60,-84.86,8.25, , , , , , , , 
2019-11-04 17:30:00,82.55,-84.66,8.25, , , , , , , , 
2019-11-04 17:40:00,82.46,-84.44,8.25, , , , , , , , 
2019-11-04 17:50:00,82.46,-84.33,8.25, , , , , , , , 
2019-11-04 18:00:00,82.46,-84.13,8.24, , , , , , , , 
2019-11-04 18:10:00,82.46,-84.13,8.24, , , , , , , , 
2019-11-04 18:20:00,82.46,-83.99,8.24, , , , , , , , 
2019-11-04 18:30:00,82.46,-83.94,8.24, , , , , , , , 
2019-11-04 18:40:00,82.46,-83.97,8.24, , , , , , , , 
2019-11-04 18:50:00,82.46,-83.97,8.24, , , , , , , , 
2019-11-04 19:00:00,82.46,-84.11,8.24, , , , , , , , 
2019-11-04 19:10:00,82.46,-84.07,8.24, , , , , , , , 
2019-11-04 19:20:00,82.46,-84.10,8.24, , , , , , , , 
2019-11-04 19:30:00,82.46,-83.94,8.24, , , , , , , , 
2019-11-04 19:40:00,82.42,-83.85,8.24, , , , , , , , 
2019-11-04 19:50:00,82.38,-83.80,8.24, , , , , , , , 
2019-11-04 20:00:00,82.38,-83.69,8.24, , , , , , , , 
2019-11-04 20:10:00,82.33,-83.67,8.23, , , , , , , , 
2019-11-04 20:20:00,82.33,-83.67,8.23, , , , , , , , 
2019-11-04 20:30:00,82.29,-83.64,8.23, , , , , , , , 
2019-11-04 20:40:00,82.24,-83.53,8.23, , , , , , , , 
2019-11-04 20:50:00,82.24,-83.58,8.23, , , , , , , , 
2019-11-04 21:00:00,82.20,-83.67,8.24, , , , , , , , 
2019-11-04 21:10:00,82.20,-83.69,8.24, , , , , , , , 
2019-11-04 21:20:00,82.20,-83.85,8.24, , , , , , , , 
2019-11-04 21:30:00,82.20,-83.80,8.24, , , , , , , , 
2019-11-04 21:40:00,82.20,-83.60,8.23, , , , , , , , 
2019-11-04 21:50:00,82.20,-83.60,8.23, , , , , , , , 
2019-11-04 22:00:00,82.20,-83.63,8.23, , , , , , , , 
2019-11-04 22:10:00,82.20,-83.67,8.24, , , , , , , , 
2019-11-04 22:20:00,82.20,-83.67,8.24, , , , , , , , 
2019-11-04 22:30:00,82.20,-83.55,8.23, , , , , , , , 
2019-11-04 22:40:00,82.20,-83.61,8.23, , , , , , , , 
2019-11-04 22:50:00,82.20,-83.57,8.23, , , , , , , , 
2019-11-04 23:00:00,82.20,-83.55,8.23, , , , , , , , 
2019-11-04 23:10:00,82.20,-83.58,8.23, , , , , , , , 
2019-11-04 23:20:00,82.20,-83.52,8.23, , , , , , , , 
2019-11-04 23:30:00,82.20,-83.52,8.23, , , , , , , , 
2019-11-04 23:40:00,82.20,-83.60,8.23, , , , , , , , 
2019-11-04 23:50:00,82.20,-83.52,8.23, , , , , , , , 
2019-11-05 00:00:00,82.20,-83.44,8.23, , , , , , , , 
2019-11-05 00:10:00,82.20,-83.52,8.23, , , , , , , , 
2019-11-05 00:20:00,82.20,-83.53,8.23, , , , , , , , 
2019-11-05 00:30:00,82.20,-83.55,8.23, , , , , , , , 
2019-11-05 00:40:00,82.20,-83.53,8.23, , , , , , , , 
2019-11-05 00:50:00,82.20,-83.72,8.24, , , , , , , , 
2019-11-05 01:00:00,82.20,-83.85,8.24, , , , , , , , 
2019-11-05 01:10:00,82.20,-83.71,8.24, , , , , , , , 
2019-11-05 01:20:00,82.20,-83.74,8.24, , , , , , , , 
2019-11-05 01:30:00,82.20,-83.74,8.24, , , , , , , , 
2019-11-05 01:40:00,82.20,-83.85,8.24, , , , , , , , 
2019-11-05 01:50:00,82.20,-83.64,8.23, , , , , , , , 
2019-11-05 02:00:00,82.20,-83.58,8.23, , , , , , , , 
2019-11-05 02:10:00,82.20,-83.58,8.23, , , , , , , , 
2019-11-05 02:20:00,82.20,-83.60,8.23, , , , , , , , 
2019-11-05 02:30:00,82.20,-83.71,8.24, , , , , , , , 
2019-11-05 02:40:00,82.20,-83.64,8.23, , , , , , , , 
2019-11-05 02:50:00,82.20,-83.41,8.23, , , , , , , , 
2019-11-05 03:00:00,82.15,-83.44,8.23, , , , , , , , 
2019-11-05 03:10:00,82.15,-83.39,8.23, , , , , , , , 
2019-11-05 03:20:00,82.15,-83.38,8.23, , , , , , , , 
2019-11-05 03:30:00,82.15,-83.30,8.23, , , , , , , , 
2019-11-05 03:40:00,82.15,-83.13,8.23, , , , , , , , 
2019-11-05 03:50:00,82.15,-83.14,8.23, , , , , , , , 
2019-11-05 04:00:00,82.15,-83.13,8.23, , , , , , , , 
2019-11-05 04:10:00,82.15,-83.07,8.23, , , , , , , , 
2019-11-05 04:20:00,82.15,-83.11,8.23, , , , , , , , 
2019-11-05 04:30:00,82.15,-82.91,8.22, , , , , , , , 
2019-11-05 04:40:00,82.15,-83.05,8.22, , , , , , , , 
2019-11-05 04:50:00,82.11,-82.96,8.22, , , , , , , , 
2019-11-05 05:00:00,82.11,-82.99,8.22, , , , , , , , 
2019-11-05 05:10:00,82.11,-83.03,8.22, , , , , , , , 
2019-11-05 05:20:00,82.11,-83.19,8.23, , , , , , , , 
2019-11-05 05:30:00,82.06,-83.25,8.23, , , , , , , , 
2019-11-05 05:40:00,82.06,-83.36,8.23, , , , , , , , 
2019-11-05 05:50:00,82.06,-83.49,8.23, , , , , , , , 
2019-11-05 06:00:00,82.06,-83.88,8.24, , , , , , , , 
2019-11-05 06:10:00,82.11,-83.94,8.24, , , , , , , , 
2019-11-05 06:20:00,82.11,-84.44,8.25, , , , , , , , 
2019-11-05 06:30:00,82.15,-85.28,8.26, , , , , , , , 
2019-11-05 06:40:00,82.20,-85.60,8.27, , , , , , , , 
2019-11-05 06:50:00,82.24,-86.02,8.27, , , , , , , , 
2019-11-05 07:00:00,82.24,-85.92,8.27, , , , , , , , 
2019-11-05 07:10:00,82.29,-85.78,8.27, , , , , , , , 
2019-11-05 07:20:00,82.33,-86.60,8.28, , , , , , , , 
2019-11-05 07:30:00,82.38,-86.85,8.29, , , , , , , , 
2019-11-05 07:40:00,82.42,-86.75,8.29, , , , , , , , 
2019-11-05 07:50:00,82.46,-87.52,8.30, , , , , , , , 
2019-11-05 08:00:00,82.46,-86.66,8.28, , , , , , , , 
2019-11-05 08:10:00,82.46,-86.71,8.29, , , , , , , , 
2019-11-05 08:20:00,82.51,-86.64,8.28, , , , , , , , 
2019-11-05 08:30:00,82.55,-88.27,8.31, , , , , , , , 
2019-11-05 08:40:00,82.60,-87.21,8.29, , , , , , , , 
2019-11-05 08:50:00,82.64,-87.66,8.30, , , , , , , , 
2019-11-05 09:00:00,82.69,-88.42,8.31, , , , , , , , 
2019-11-05 09:10:00,82.73,-88.07,8.31, , , , , , , , 
2019-11-05 09:20:00,82.78,-88.32,8.31, , , , , , , , 
2019-11-05 09:30:00,82.78,-88.28,8.31, , , , , , , , 
2019-11-05 09:40:00,82.82,-88.46,8.31, , , , , , , , 
2019-11-05 09:50:00,82.87,-88.64,8.32, , , , , , , , 
2019-11-05 10:00:00,82.91,-88.10,8.31, , , , , , , , 
2019-11-05 10:10:00,82.91,-88.67,8.32, , , , , , , , 
2019-11-05 10:20:00,82.91,-88.36,8.31, , , , , , , , 
2019-11-05 10:30:00,83.00,-89.61,8.33, , , , , , , , 
2019-11-05 10:40:00,82.95,-88.82,8.32, , , , , , , , 
2019-11-05 10:50:00,83.00,-89.08,8.32, , , , , , , , 
2019-11-05 11:00:00,83.04,-89.25,8.33, , , , , , , , 
2019-11-05 11:10:00,83.13,-89.69,8.33, , , , , , , , 
2019-11-05 11:20:00,83.13,-90.19,8.34, , , , , , , , 
2019-11-05 11:30:00,83.13,-89.94,8.34, , , , , , , , 
2019-11-05 11:40:00,83.09,-88.94,8.32, , , , , , , , 
2019-11-05 11:50:00,83.22,-89.57,8.33, , , , , , , , 
2019-11-05 12:00:00,83.22,-88.19,8.31, , , , , , , , 
2019-11-05 12:10:00,83.27,-88.63,8.32, , , , , , , , 
2019-11-05 12:20:00,83.27,-89.11,8.32, , , , , , , , 
2019-11-05 12:30:00,83.27,-89.16,8.32, , , , , , , , 
2019-11-05 12:40:00,83.22,-88.85,8.32, , , , , , , , 
2019-11-05 12:50:00,83.27,-89.14,8.32, , , , , , , , 
2019-11-05 13:00:00,83.27,-89.61,8.33, , , , , , , , 
2019-11-05 13:10:00,83.31,-89.03,8.32, , , , , , , , 
2019-11-05 13:20:00,83.31,-87.77,8.30, , , , , , , , 
2019-11-05 13:30:00,83.40,-89.27,8.33, , , , , , , , 
2019-11-05 13:40:00,83.45,-88.21,8.31, , , , , , , , 
2019-11-05 13:50:00,83.45,-89.11,8.32, , , , , , , , 
2019-11-05 14:00:00,83.49,-89.46,8.33, , , , , , , , 
2019-11-05 14:10:00,83.45,-88.75,8.32, , , , , , , , 
2019-11-05 14:20:00,83.49,-88.36,8.31, , , , , , , , 
2019-11-05 14:30:00,83.45,-88.47,8.31, , , , , , , , 
2019-11-05 14:40:00,83.49,-88.33,8.31, , , , , , , , 
2019-11-05 14:50:00,83.49,-87.85,8.30, , , , , , , , 
2019-11-05 15:00:00,83.49,-88.99,8.32, , , , , , , , 
2019-11-05 15:10:00,83.49,-89.58,8.33, , , , , , , , 
2019-11-05 15:20:00,83.45,-88.82,8.32, , , , , , , , 
2019-11-05 15:30:00,83.49,-88.03,8.31, , , , , , , , 
2019-11-05 15:40:00,83.45,-88.49,8.31, , , , , , , , 
2019-11-05 15:50:00,83.40,-89.03,8.32, , , , , , , , 
2019-11-05 16:00:00,83.22,-87.39,8.30, , , , , , , , 
2019-11-05 16:10:00,83.04,-87.47,8.30, , , , , , , , 
2019-11-05 16:20:00,83.00,-86.85,8.29, , , , , , , , 
2019-11-05 16:30:00,82.95,-86.28,8.28, , , , , , , , 
2019-11-05 16:40:00,83.00,-86.16,8.28, , , , , , , , 
2019-11-05 16:50:00,83.00,-85.94,8.27, , , , , , , , 
2019-11-05 17:00:00,82.87,-85.21,8.26, , , , , , , , 
2019-11-05 17:10:00,82.64,-85.38,8.26, , , , , , , , 
2019-11-05 17:20:00,82.46,-84.99,8.26, , , , , , , , 
2019-11-05 17:30:00,82.33,-84.89,8.26, , , , , , , , 
2019-11-05 17:40:00,82.38,-84.17,8.24, , , , , , , , 
2019-11-05 17:50:00,82.55,-83.74,8.24, , , , , , , , 
2019-11-05 18:00:00,82.55,-83.38,8.23, , , , , , , , 
2019-11-05 18:10:00,82.42,-83.05,8.22, , , , , , , , 
2019-11-05 18:20:00,82.46,-83.00,8.22, , , , , , , , 
2019-11-05 18:30:00,82.51,-82.97,8.22, , , , , , , , 
2019-11-05 18:40:00,82.60,-82.94,8.22, , , , , , , , 
2019-11-05 18:50:00,82.64,-82.78,8.22, , , , , , , , 
2019-11-05 19:00:00,82.64,-82.75,8.22, , , , , , , , 
2019-11-05 19:10:00,82.64,-82.66,8.22, , , , , , , , 
2019-11-05 19:20:00,82.69,-82.61,8.22, , , , , , , , 
2019-11-05 19:30:00,82.69,-82.55,8.22, , , , , , , , 
2019-11-05 19:40:00,82.69,-82.49,8.21, , , , , , , , 
2019-11-05 19:50:00,82.64,-82.61,8.22, , , , , , , , 
2019-11-05 20:00:00,82.55,-82.47,8.21, , , , , , , , 
2019-11-05 20:10:00,82.42,-82.32,8.21, , , , , , , , 
2019-11-05 20:20:00,82.24,-82.41,8.21, , , , , , , , 
2019-11-05 20:30:00,82.20,-82.44,8.21, , , , , , , , 
2019-11-05 20:40:00,82.11,-82.36,8.21, , , , , , , , 
2019-11-05 20:50:00,82.02,-82.38,8.21, , , , , , , , 
2019-11-05 21:00:00,82.02,-82.49,8.22, , , , , , , , 
2019-11-05 21:10:00,82.06,-82.52,8.22, , , , , , , , 
2019-11-05 21:20:00,82.02,-82.60,8.22, , , , , , , , 
2019-11-05 21:30:00,82.02,-82.47,8.22, , , , , , , , 
2019-11-05 21:40:00,82.15,-82.47,8.22, , , , , , , , 
2019-11-05 21:50:00,82.42,-82.66,8.22, , , , , , , , 
2019-11-05 22:00:00,82.60,-82.58,8.22, , , , , , , , 
2019-11-05 22:10:00,82.64,-82.67,8.22, , , , , , , , 
2019-11-05 22:20:00,82.64,-82.61,8.22, , , , , , , , 
2019-11-05 22:30:00,82.64,-82.42,8.21, , , , , , , , 
2019-11-05 22:40:00,82.60,-82.42,8.21, , , , , , , , 
2019-11-05 22:50:00,82.55,-82.57,8.22, , , , , , , , 
2019-11-05 23:00:00,82.60,-82.57,8.22, , , , , , , , 
2019-11-05 23:10:00,82.60,-82.61,8.22, , , , , , , , 
2019-11-05 23:20:00,82.60,-82.46,8.21, , , , , , , , 
2019-11-05 23:30:00,82.60,-82.32,8.21, , , , , , , , 
2019-11-05 23:40:00,82.60,-82.17,8.21, , , , , , , , 
2019-11-05 23:50:00,82.64,-82.47,8.21, , , , , , , , 
2019-11-06 00:00:00,82.69,-82.55,8.22, , , , , , , , 
2019-11-06 00:10:00,82.69,-82.50,8.21, , , , , , , , 
2019-11-06 00:20:00,82.69,-82.49,8.21, , , , , , , , 
2019-11-06 00:30:00,82.69,-82.42,8.21, , , , , , , , 
2019-11-06 00:40:00,82.69,-82.39,8.21, , , , , , , , 
2019-11-06 00:50:00,82.69,-82.33,8.21, , , , , , , , 
2019-11-06 01:00:00,82.64,-82.25,8.21, , , , , , , , 
2019-11-06 01:10:00,82.60,-82.13,8.21, , , , , , , , 
2019-11-06 01:20:00,82.55,-82.14,8.21, , , , , , , , 
2019-11-06 01:30:00,82.51,-82.28,8.21, , , , , , , , 
2019-11-06 01:40:00,82.51,-82.30,8.21, , , , , , , , 
2019-11-06 01:50:00,82.42,-82.14,8.21, , , , , , , , 
2019-11-06 02:00:00,82.29,-81.83,8.20, , , , , , , , 
2019-11-06 02:10:00,82.29,-82.25,8.21, , , , , , , , 
2019-11-06 02:20:00,82.33,-82.61,8.22, , , , , , , , 
2019-11-06 02:30:00,82.38,-82.63,8.22, , , , , , , , 
2019-11-06 02:40:00,82.42,-82.46,8.21, , , , , , , , 
2019-11-06 02:50:00,82.46,-82.42,8.21, , , , , , , , 
2019-11-06 03:00:00,82.51,-82.32,8.21, , , , , , , , 
2019-11-06 03:10:00,82.51,-82.57,8.22, , , , , , , , 
2019-11-06 03:20:00,82.55,-82.63,8.22, , , , , , , , 
2019-11-06 03:30:00,82.55,-82.57,8.22, , , , , , , , 
2019-11-06 03:40:00,82.60,-82.58,8.22, , , , , , , , 
2019-11-06 03:50:00,82.55,-82.46,8.21, , , , , , , , 
2019-11-06 04:00:00,82.60,-82.33,8.21, , , , , , , , 
2019-11-06 04:10:00,82.60,-82.36,8.21, , , , , , , , 
2019-11-06 04:20:00,82.60,-82.35,8.21, , , , , , , , 
2019-11-06 04:30:00,82.55,-82.22,8.21, , , , , , , , 
2019-11-06 04:40:00,82.55,-82.25,8.21, , , , , , , , 
2019-11-06 04:50:00,82.55,-82.50,8.21, , , , , , , , 
2019-11-06 05:00:00,82.55,-82.35,8.21, , , , , , , , 
2019-11-06 05:10:00,82.55,-82.16,8.21, , , , , , , , 
2019-11-06 05:20:00,82.51,-82.10,8.21, , , , , , , , 
2019-11-06 05:30:00,82.51,-82.22,8.21, , , , , , , , 
2019-11-06 05:40:00,82.51,-82.41,8.21, , , , , , , , 
2019-11-06 05:50:00,82.51,-82.52,8.22, , , , , , , , 
2019-11-06 06:00:00,82.51,-82.99,8.22, , , , , , , , 
2019-11-06 06:10:00,82.55,-83.28,8.23, , , , , , , , 
2019-11-06 06:20:00,82.55,-83.52,8.23, , , , , , , , 
2019-11-06 06:30:00,82.55,-83.63,8.23, , , , , , , , 
2019-11-06 06:40:00,82.60,-84.60,8.25, , , , , , , , 
2019-11-06 06:50:00,82.60,-84.82,8.25, , , , , , , , 
2019-11-06 07:00:00,82.64,-85.39,8.26, , , , , , , , 
2019-11-06 07:10:00,82.69,-85.52,8.27, , , , , , , , 
2019-11-06 07:20:00,82.73,-85.77,8.27, , , , , , , , 
2019-11-06 07:30:00,82.78,-86.52,8.28, , , , , , , , 
2019-11-06 07:40:00,82.82,-85.75,8.27, , , , , , , , 
2019-11-06 07:50:00,82.87,-86.69,8.28, , , , , , , , 
2019-11-06 08:00:00,82.91,-87.25,8.29, , , , , , , , 
2019-11-06 08:10:00,82.95,-87.63,8.30, , , , , , , , 
2019-11-06 08:20:00,83.00,-86.66,8.28, , , , , , , , 
2019-11-06 08:30:00,83.00,-87.33,8.29, , , , , , , , 
2019-11-06 08:40:00,83.04,-87.39,8.30, , , , , , , , 
2019-11-06 08:50:00,83.09,-87.17,8.29, , , , , , , , 
2019-11-06 09:00:00,83.18,-87.99,8.31, , , , , , , , 
2019-11-06 09:10:00,83.22,-88.19,8.31, , , , , , , , 
2019-11-06 09:20:00,83.31,-88.07,8.31, , , , , , , , 
2019-11-06 09:30:00,83.31,-88.11,8.31, , , , , , , , 
2019-11-06 09:40:00,83.36,-88.13,8.31, , , , , , , , 
2019-11-06 09:50:00,83.31,-87.61,8.30, , , , , , , , 
2019-11-06 10:00:00,83.31,-88.61,8.32, , , , , , , , 
2019-11-06 10:10:00,83.22,-87.57,8.30, , , , , , , , 
2019-11-06 10:20:00,83.22,-88.57,8.31, , , , , , , , 
2019-11-06 10:30:00,83.22,-89.55,8.33, , , , , , , , 
2019-11-06 10:40:00,83.22,-88.92,8.32, , , , , , , , 
2019-11-06 10:50:00,83.22,-88.80,8.32, , , , , , , , 
2019-11-06 11:00:00,83.27,-89.53,8.33, , , , , , , , 
2019-11-06 11:10:00,83.27,-89.32,8.33, , , , , , , , 
2019-11-06 11:20:00,83.27,-90.00,8.34, , , , , , , , 
2019-11-06 11:30:00,83.27,-90.21,8.34, , , , , , , , 
2019-11-06 11:40:00,83.36,-89.78,8.33, , , , , , , , 
2019-11-06 11:50:00,83.40,-89.32,8.33, , , , , , , , 
2019-11-06 12:00:00,83.40,-89.50,8.33, , , , , , , , 
2019-11-06 12:10:00,83.49,-89.94,8.34, , , , , , , , 
2019-11-06 12:20:00,83.49,-90.60,8.35, , , , , , , , 
2019-11-06 12:30:00,83.54,-89.71,8.33, , , , , , , , 
2019-11-06 12:40:00,83.62,-90.49,8.35, , , , , , , , 
2019-11-06 12:50:00,83.58,-91.00,8.35, , , , , , , , 
2019-11-06 13:00:00,83.54,-89.36,8.33, , , , , , , , 
2019-11-06 13:10:00,83.54,-90.46,8.35, , , , , , , , 
2019-11-06 13:20:00,83.54,-89.75,8.33, , , , , , , , 
2019-11-06 13:30:00,83.54,-90.16,8.34, , , , , , , , 
2019-11-06 13:40:00,83.49,-90.22,8.34, , , , , , , , 
2019-11-06 13:50:00,83.45,-90.72,8.35, , , , , , , , 
2019-11-06 14:00:00,83.45,-90.86,8.35, , , , , , , , 
2019-11-06 14:10:00,83.49,-90.82,8.35, , , , , , , , 
2019-11-06 14:20:00,83.49,-91.91,8.37, , , , , , , , 
2019-11-06 14:30:00,83.45,-89.71,8.33, , , , , , , , 
2019-11-06 14:40:00,83.49,-91.02,8.36, , , , , , , , 
2019-11-06 14:50:00,83.45,-89.39,8.33, , , , , , , , 
2019-11-06 15:00:00,83.45,-90.58,8.35, , , , , , , , 
2019-11-06 15:10:00,83.36,-89.25,8.33, , , , , , , , 
2019-11-06 15:20:00,83.36,-90.00,8.34, , , , , , , , 
2019-11-06 15:30:00,83.27,-89.36,8.33, , , , , , , , 
2019-11-06 15:40:00,83.09,-88.64,8.32, , , , , , , , 
2019-11-06 15:50:00,83.09,-87.58,8.30, , , , , , , , 
2019-11-06 16:00:00,83.09,-87.60,8.30, , , , , , , , 
2019-11-06 16:10:00,83.09,-88.14,8.31, , , , , , , , 
2019-11-06 16:20:00,83.04,-87.36,8.30, , , , , , , , 
